,Date,Day of Week,Hour of Day,Month,Energy Use - Appliances (Wh),Energy Use - Lights (Wh),Temperature Outside (C),Humidity Outside (%),Dewpoint (C),Air Pressure (mm Hg),Windspeed (m / s),Visibility (km)
7,2016-01-12 00:00:00,Tuesday,0,January,141.66666666666666,16.666666666666668,5.216666666666666,92.0,4.016666666666667,737.15,6.0,29.5
8,2016-01-12 01:00:00,Tuesday,1,January,168.33333333333334,8.333333333333334,5.141666666666667,92.0,3.9416666666666664,737.8333333333334,5.583333333333333,40.0
9,2016-01-12 02:00:00,Tuesday,2,January,45.0,0.0,5.033333333333333,92.0,3.8333333333333335,738.5499999999998,4.583333333333333,40.0
10,2016-01-12 03:00:00,Tuesday,3,January,35.0,0.0,4.841666666666666,92.41666666666667,3.6833333333333336,739.1916666666666,4.833333333333333,40.0
11,2016-01-12 04:00:00,Tuesday,4,January,45.0,0.0,4.941666666666666,92.16666666666667,3.716666666666667,739.725,5.583333333333333,40.0
12,2016-01-12 05:00:00,Tuesday,5,January,43.333333333333336,0.0,4.958333333333333,92.66666666666667,3.8083333333333336,740.0666666666666,4.583333333333333,40.0
13,2016-01-12 06:00:00,Tuesday,6,January,40.0,3.3333333333333335,4.983333333333333,94.16666666666667,4.1,740.6333333333332,4.416666666666667,35.416666666666664
14,2016-01-12 07:00:00,Tuesday,7,January,56.666666666666664,18.333333333333332,5.1,92.16666666666667,3.975,741.3916666666665,5.0,33.58333333333333
15,2016-01-12 08:00:00,Tuesday,8,January,86.66666666666667,10.0,4.9750000000000005,91.0,3.6333333333333333,742.0083333333333,5.0,40.0
16,2016-01-12 09:00:00,Tuesday,9,January,43.333333333333336,0.0,5.008333333333333,91.0,3.608333333333333,742.5083333333333,5.0,35.416666666666664
17,2016-01-12 10:00:00,Tuesday,10,January,230.0,1.6666666666666667,5.758333333333333,88.91666666666667,4.0249999999999995,743.0083333333333,5.0,33.58333333333333
18,2016-01-12 11:00:00,Tuesday,11,January,55.0,0.0,6.6499999999999995,83.91666666666667,4.116666666666666,743.3833333333332,5.833333333333333,35.0
19,2016-01-12 12:00:00,Tuesday,12,January,186.66666666666666,0.0,7.208333333333333,80.16666666666667,4.041666666666667,743.5,7.0,33.0
20,2016-01-12 13:00:00,Tuesday,13,January,151.66666666666666,0.0,7.291666666666667,79.83333333333333,4.016666666666667,743.5,7.416666666666667,40.0
21,2016-01-12 14:00:00,Tuesday,14,January,136.66666666666666,0.0,6.958333333333333,78.91666666666667,3.483333333333333,743.625,6.75,40.0
22,2016-01-12 15:00:00,Tuesday,15,January,36.666666666666664,0.0,6.6499999999999995,78.5,3.15,743.8416666666666,4.583333333333333,40.0
23,2016-01-12 16:00:00,Tuesday,16,January,40.0,0.0,6.383333333333333,79.08333333333333,3.0,744.025,5.25,35.416666666666664
24,2016-01-12 17:00:00,Tuesday,17,January,218.33333333333334,20.0,6.041666666666667,79.16666666666667,2.6333333333333333,744.4083333333333,7.0,33.58333333333333
25,2016-01-12 18:00:00,Tuesday,18,January,58.333333333333336,16.666666666666668,5.1499999999999995,87.5,3.225,744.8249999999999,6.583333333333333,40.0
26,2016-01-12 19:00:00,Tuesday,19,January,55.0,0.0,4.675,91.83333333333333,3.4,745.0833333333334,6.416666666666667,40.0
27,2016-01-12 20:00:00,Tuesday,20,January,51.666666666666664,0.0,4.583333333333333,92.16666666666667,3.4,745.4916666666667,6.583333333333333,40.0
28,2016-01-12 21:00:00,Tuesday,21,January,41.666666666666664,5.0,4.95,89.75,3.4416666666666664,746.025,6.416666666666667,35.416666666666664
29,2016-01-12 22:00:00,Tuesday,22,January,46.666666666666664,1.6666666666666667,5.383333333333333,86.33333333333333,3.25,746.3666666666667,6.583333333333333,33.58333333333333
30,2016-01-12 23:00:00,Tuesday,23,January,43.333333333333336,0.0,5.708333333333333,82.33333333333333,2.8166666666666664,746.9333333333334,6.833333333333333,40.0
31,2016-01-13 00:00:00,Wednesday,0,January,31.666666666666668,0.0,5.708333333333333,83.33333333333333,3.033333333333333,747.7333333333332,8.0,34.58333333333333
32,2016-01-13 01:00:00,Wednesday,1,January,48.333333333333336,0.0,5.3,89.25,3.6666666666666665,748.4916666666667,8.0,24.5
33,2016-01-13 02:00:00,Wednesday,2,January,45.0,0.0,5.383333333333333,90.16666666666667,3.858333333333333,749.3583333333332,8.0,22.25
34,2016-01-13 03:00:00,Wednesday,3,January,31.666666666666668,0.0,5.458333333333333,89.0,3.758333333333333,750.5,8.0,24.0
35,2016-01-13 04:00:00,Wednesday,4,January,45.0,0.0,5.316666666666666,89.41666666666667,3.658333333333333,751.4916666666667,8.0,23.166666666666668
36,2016-01-13 05:00:00,Wednesday,5,January,41.666666666666664,0.0,5.116666666666666,90.0,3.516666666666667,752.275,7.583333333333333,22.416666666666668
37,2016-01-13 06:00:00,Wednesday,6,January,66.66666666666667,5.0,5.041666666666667,89.58333333333333,3.4,753.2583333333332,6.583333333333333,30.083333333333332
38,2016-01-13 07:00:00,Wednesday,7,January,63.333333333333336,3.3333333333333335,5.058333333333333,89.41666666666667,3.4,754.0666666666666,5.583333333333333,31.666666666666668
39,2016-01-13 08:00:00,Wednesday,8,January,208.33333333333334,16.666666666666668,5.0,89.16666666666667,3.3166666666666664,754.6749999999998,4.583333333333333,23.75
40,2016-01-13 09:00:00,Wednesday,9,January,220.0,26.666666666666668,5.0,88.0,3.158333333333333,755.4916666666667,4.416666666666667,33.58333333333333
41,2016-01-13 10:00:00,Wednesday,10,January,66.66666666666667,15.0,5.208333333333333,85.08333333333333,2.8083333333333336,756.2333333333332,5.0,35.416666666666664
42,2016-01-13 11:00:00,Wednesday,11,January,60.0,8.333333333333334,5.708333333333333,78.91666666666667,2.275,756.9083333333333,5.416666666666667,33.58333333333333
43,2016-01-13 12:00:00,Wednesday,12,January,41.666666666666664,0.0,5.791666666666667,76.83333333333333,2.0166666666666666,757.4083333333333,5.583333333333333,35.416666666666664
44,2016-01-13 13:00:00,Wednesday,13,January,35.0,0.0,6.083333333333333,75.08333333333333,1.8999999999999997,757.6583333333333,5.0,28.166666666666668
45,2016-01-13 14:00:00,Wednesday,14,January,45.0,0.0,6.6499999999999995,70.16666666666667,1.5250000000000001,757.475,5.416666666666667,32.416666666666664
46,2016-01-13 15:00:00,Wednesday,15,January,41.666666666666664,0.0,6.341666666666666,66.5,0.5416666666666666,757.3416666666666,5.166666666666667,40.0
47,2016-01-13 16:00:00,Wednesday,16,January,80.0,0.0,5.816666666666666,66.33333333333333,-0.016666666666666666,757.3583333333332,3.5833333333333335,40.0
48,2016-01-13 17:00:00,Wednesday,17,January,96.66666666666667,3.3333333333333335,4.458333333333333,73.5,0.05833333333333333,757.2999999999998,3.0,40.0
49,2016-01-13 18:00:00,Wednesday,18,January,111.66666666666667,8.333333333333334,3.283333333333333,82.0,0.4166666666666667,757.2999999999998,3.0,35.416666666666664
50,2016-01-13 19:00:00,Wednesday,19,January,213.33333333333334,16.666666666666668,2.908333333333333,88.58333333333333,1.1666666666666667,757.1333333333332,3.8333333333333335,29.0
51,2016-01-13 20:00:00,Wednesday,20,January,248.33333333333334,20.0,3.1166666666666667,88.41666666666667,1.3999999999999997,756.9,5.0,33.58333333333333
52,2016-01-13 21:00:00,Wednesday,21,January,313.3333333333333,5.0,2.875,88.58333333333333,1.191666666666667,756.6916666666666,5.0,35.416666666666664
53,2016-01-13 22:00:00,Wednesday,22,January,131.66666666666666,1.6666666666666667,2.908333333333333,87.16666666666667,0.9416666666666665,756.1916666666666,5.416666666666667,33.58333333333333
54,2016-01-13 23:00:00,Wednesday,23,January,41.666666666666664,0.0,3.033333333333333,87.25,1.0833333333333333,755.7333333333332,5.583333333333333,35.416666666666664
55,2016-01-14 00:00:00,Thursday,0,January,46.666666666666664,0.0,2.841666666666667,89.41666666666667,1.2833333333333334,755.1666666666666,5.0,28.166666666666668
56,2016-01-14 01:00:00,Thursday,1,January,36.666666666666664,0.0,2.858333333333333,91.25,1.5250000000000001,754.3666666666667,5.0,27.416666666666668
57,2016-01-14 02:00:00,Thursday,2,January,43.333333333333336,0.0,2.966666666666667,91.33333333333333,1.6583333333333332,753.4833333333332,5.416666666666667,33.0
58,2016-01-14 03:00:00,Thursday,3,January,45.0,0.0,3.283333333333333,89.0,1.6833333333333333,752.5666666666666,5.583333333333333,35.0
59,2016-01-14 04:00:00,Thursday,4,January,35.0,0.0,3.358333333333333,89.41666666666667,1.8,751.6416666666665,5.416666666666667,28.416666666666668
60,2016-01-14 05:00:00,Thursday,5,January,45.0,0.0,3.341666666666667,90.0,1.8416666666666668,750.6666666666666,5.583333333333333,28.166666666666668
61,2016-01-14 06:00:00,Thursday,6,January,40.0,1.6666666666666667,3.65,89.58333333333333,2.108333333333333,749.9083333333333,6.666666666666667,27.416666666666668
62,2016-01-14 07:00:00,Thursday,7,January,226.66666666666666,8.333333333333334,3.875,90.25,2.4416666666666664,749.25,8.583333333333334,24.666666666666668
63,2016-01-14 08:00:00,Thursday,8,January,160.0,5.0,2.6999999999999997,94.5,1.875,749.15,5.916666666666667,26.25
64,2016-01-14 09:00:00,Thursday,9,January,168.33333333333334,16.666666666666668,1.55,96.75,1.0833333333333333,749.1666666666666,4.25,37.08333333333333
65,2016-01-14 10:00:00,Thursday,10,January,538.3333333333334,13.333333333333334,2.0666666666666664,94.16666666666667,1.2416666666666667,748.7833333333333,5.166666666666667,40.0
66,2016-01-14 11:00:00,Thursday,11,January,238.33333333333334,11.666666666666666,2.5500000000000003,92.58333333333333,1.4666666666666668,748.775,4.416666666666667,40.0
67,2016-01-14 12:00:00,Thursday,12,January,283.3333333333333,1.6666666666666667,3.4416666666666664,90.33333333333333,1.9916666666666665,748.475,5.416666666666667,40.0
68,2016-01-14 13:00:00,Thursday,13,January,70.0,0.0,4.45,86.75,2.4416666666666664,748.0916666666667,6.0,40.0
69,2016-01-14 14:00:00,Thursday,14,January,130.0,0.0,5.091666666666666,84.58333333333333,2.7083333333333335,747.6333333333332,6.0,40.0
70,2016-01-14 15:00:00,Thursday,15,January,51.666666666666664,0.0,5.458333333333333,81.91666666666667,2.5833333333333335,747.4833333333332,6.0,40.0
71,2016-01-14 16:00:00,Thursday,16,January,308.3333333333333,0.0,5.066666666666666,77.75,1.4583333333333328,747.725,6.416666666666667,40.0
72,2016-01-14 17:00:00,Thursday,17,January,405.0,5.0,4.558333333333333,76.0,0.6583333333333333,747.9833333333332,6.583333333333333,40.0
73,2016-01-14 18:00:00,Thursday,18,January,216.66666666666666,8.333333333333334,4.291666666666667,76.41666666666667,0.47500000000000003,748.2666666666665,6.416666666666667,40.0
74,2016-01-14 19:00:00,Thursday,19,January,231.66666666666666,10.0,3.75,80.75,0.7166666666666662,748.625,7.416666666666667,40.0
75,2016-01-14 20:00:00,Thursday,20,January,110.0,20.0,3.65,79.33333333333333,0.3416666666666668,748.9249999999998,8.833333333333334,40.0
76,2016-01-14 21:00:00,Thursday,21,January,116.66666666666667,16.666666666666668,3.7916666666666665,70.0,-1.2083333333333333,749.2666666666665,9.166666666666666,40.0
77,2016-01-14 22:00:00,Thursday,22,January,48.333333333333336,1.6666666666666667,2.625,79.16666666666667,-0.75,749.5416666666666,7.583333333333333,32.916666666666664
78,2016-01-14 23:00:00,Thursday,23,January,38.333333333333336,0.0,1.1500000000000001,92.83333333333333,0.17500000000000002,749.475,7.833333333333333,35.08333333333333
79,2016-01-15 00:00:00,Friday,0,January,53.333333333333336,0.0,0.4666666666666666,96.5,0.0,749.2583333333333,9.416666666666666,44.5
80,2016-01-15 01:00:00,Friday,1,January,51.666666666666664,0.0,0.16666666666666663,99.58333333333333,0.08333333333333333,749.2833333333333,10.0,45.666666666666664
81,2016-01-15 02:00:00,Friday,2,January,46.666666666666664,0.0,0.775,96.08333333333333,0.20000000000000004,749.6916666666666,10.416666666666666,45.75
82,2016-01-15 03:00:00,Friday,3,January,43.333333333333336,0.0,1.883333333333333,88.25,0.11666666666666665,750.3916666666665,10.583333333333334,23.833333333333332
83,2016-01-15 04:00:00,Friday,4,January,50.0,0.0,2.8249999999999997,80.08333333333333,-0.375,751.0083333333333,10.0,31.25
84,2016-01-15 05:00:00,Friday,5,January,50.0,0.0,3.0833333333333335,74.33333333333333,-1.1083333333333338,751.5083333333333,10.0,40.0
85,2016-01-15 06:00:00,Friday,6,January,45.0,0.0,3.2000000000000006,73.66666666666667,-1.0666666666666667,752.0083333333333,9.583333333333334,40.0
86,2016-01-15 07:00:00,Friday,7,January,51.666666666666664,8.333333333333334,3.2000000000000006,76.83333333333333,-0.47500000000000003,752.5083333333333,8.583333333333334,40.0
87,2016-01-15 08:00:00,Friday,8,January,235.0,11.666666666666666,3.2000000000000006,78.83333333333333,-0.17500000000000002,752.9666666666666,8.833333333333334,40.0
88,2016-01-15 09:00:00,Friday,9,January,206.66666666666666,8.333333333333334,3.2000000000000006,80.83333333333333,0.125,753.4083333333333,9.583333333333334,40.0
89,2016-01-15 10:00:00,Friday,10,January,125.0,10.0,3.4916666666666667,82.0,0.6333333333333333,753.9499999999999,8.583333333333334,35.416666666666664
90,2016-01-15 11:00:00,Friday,11,January,125.0,8.333333333333334,3.8166666666666664,84.5,1.3916666666666666,754.4666666666666,8.416666666666666,25.666666666666668
91,2016-01-15 12:00:00,Friday,12,January,210.0,3.3333333333333335,3.783333333333333,87.58333333333333,1.8416666666666668,754.8249999999999,8.583333333333334,37.666666666666664
92,2016-01-15 13:00:00,Friday,13,January,196.66666666666666,1.6666666666666667,4.0249999999999995,86.58333333333333,1.9833333333333332,755.0,8.0,47.666666666666664
93,2016-01-15 14:00:00,Friday,14,January,63.333333333333336,1.6666666666666667,4.325,85.16666666666667,2.058333333333333,755.125,8.0,33.58333333333333
94,2016-01-15 15:00:00,Friday,15,January,56.666666666666664,1.6666666666666667,3.3333333333333335,89.0,1.625,755.6749999999998,7.583333333333333,32.08333333333333
95,2016-01-15 16:00:00,Friday,16,January,56.666666666666664,0.0,1.9083333333333332,95.16666666666667,1.1833333333333333,756.3666666666667,7.0,37.666666666666664
96,2016-01-15 17:00:00,Friday,17,January,98.33333333333333,5.0,2.4916666666666667,93.58333333333333,1.55,756.8916666666665,6.166666666666667,45.166666666666664
97,2016-01-15 18:00:00,Friday,18,January,278.3333333333333,8.333333333333334,2.733333333333333,93.0,1.7333333333333332,757.5916666666666,5.833333333333333,39.666666666666664
98,2016-01-15 19:00:00,Friday,19,January,220.0,20.0,2.5,94.66666666666667,1.75,758.3333333333334,6.166666666666667,63.416666666666664
99,2016-01-15 20:00:00,Friday,20,January,233.33333333333334,20.0,2.375,97.0,1.9333333333333333,759.0083333333333,4.583333333333333,64.0
100,2016-01-15 21:00:00,Friday,21,January,230.0,18.333333333333332,2.2,96.58333333333333,1.6583333333333332,759.5916666666666,4.0,46.916666666666664
101,2016-01-15 22:00:00,Friday,22,January,218.33333333333334,8.333333333333334,2.408333333333333,95.58333333333333,1.7666666666666666,760.25,3.5833333333333335,30.083333333333332
102,2016-01-15 23:00:00,Friday,23,January,63.333333333333336,8.333333333333334,2.5749999999999997,95.83333333333333,1.9583333333333333,760.8083333333334,3.0,35.0
103,2016-01-16 00:00:00,Saturday,0,January,40.0,0.0,2.3375,96.58333333333333,1.7958333333333334,761.2458333333334,3.4166666666666665,30.5
104,2016-01-16 01:00:00,Saturday,1,January,53.333333333333336,0.0,2.1875,95.58333333333333,1.5458333333333334,761.5958333333333,4.416666666666667,36.5
105,2016-01-16 02:00:00,Saturday,2,January,46.666666666666664,0.0,1.8499999999999999,95.0,1.1500000000000001,761.9666666666666,3.75,40.0
106,2016-01-16 03:00:00,Saturday,3,January,41.666666666666664,0.0,1.125,95.83333333333333,0.5499999999999999,762.2416666666667,2.0,32.916666666666664
107,2016-01-16 04:00:00,Saturday,4,January,50.0,0.0,0.6,96.58333333333333,0.11666666666666665,762.4249999999998,2.4166666666666665,21.75
108,2016-01-16 05:00:00,Saturday,5,January,40.0,0.0,0.5583333333333333,96.0,-0.041666666666666664,762.475,3.0,20.0
109,2016-01-16 06:00:00,Saturday,6,January,51.666666666666664,0.0,0.7083333333333334,96.0,0.10833333333333332,762.3416666666666,3.0,37.916666666666664
110,2016-01-16 07:00:00,Saturday,7,January,246.66666666666666,5.0,1.0833333333333333,96.0,0.48333333333333334,762.4416666666666,3.0,63.0
111,2016-01-16 08:00:00,Saturday,8,January,140.0,6.666666666666667,1.2416666666666667,96.41666666666667,0.6833333333333332,762.625,3.0,63.0
112,2016-01-16 09:00:00,Saturday,9,January,61.666666666666664,0.0,1.5916666666666668,96.16666666666667,0.9666666666666667,763.0083333333333,3.0,45.083333333333336
113,2016-01-16 10:00:00,Saturday,10,January,71.66666666666667,0.0,2.625,94.16666666666667,1.7,763.3416666666666,3.0,20.0
114,2016-01-16 11:00:00,Saturday,11,January,53.333333333333336,0.0,4.0,90.5,2.525,763.6083333333332,3.0,21.25
115,2016-01-16 12:00:00,Saturday,12,January,75.0,0.0,5.2,78.25,1.5750000000000002,763.8166666666666,3.8333333333333335,24.666666666666668
